00000,5,0
00001,6,0
00002,5,1
00003,2,0
00004,4,0
00005,3,0
00006,6,0
00007,4,0
00008,3,0
00009,6,0
00010,3,1
00011,7,0
00012,6,0
00013,5,0
00014,5,0
00015,7,0
00016,5,0
00017,5,0
00018,10,0
00019,7,0
00020,7,0
00021,4,0
00022,5,0
00023,7,0
00024,3,1
00025,7,0
00026,4,0
00027,4,0
00028,5,0
00029,5,0
00030,4,0
00031,4,0
00032,6,0
00033,3,0
00034,5,0
00035,3,0
00036,4,0
00037,6,0
00038,3,1
00039,3,1
00040,4,0
00041,3,0
00042,4,0
00043,6,1
00044,6,0
00045,6,0
00046,3,1
00047,5,0
00048,3,0
00049,2,0
00050,2,0
00051,6,0
00052,5,0
00053,9,0
00054,6,0
00055,5,0
00056,4,0
00057,3,0
00058,4,0
00059,4,0
00060,4,1
00061,6,0
00062,5,0
00063,7,0
00064,4,0
00065,4,0
00066,6,1
00067,6,0
00068,1,1
00069,3,0
00070,4,0
00071,4,1
00072,6,0
00073,6,0
00074,3,1
00075,6,0
00076,6,0
00077,4,0
00078,3,0
00079,4,0
00080,5,0
00081,4,0
00082,6,0
00083,3,1
00084,5,0
00085,3,0
00086,6,0
00087,4,0
00088,4,1
00089,6,0
00090,6,0
00091,6,0
00092,4,0
00093,4,0
00094,5,0
00095,4,0
00096,4,0
00097,2,0
00098,4,0
00099,3,0
00100,6,0
00101,5,0
00102,5,0
00103,4,0
00104,3,0
00105,4,0
00106,7,0
00107,8,0
00108,5,0
00109,4,0
00110,3,1
00111,6,0
00112,4,0
00113,4,1
00114,5,0
00115,4,1
00116,3,0
00117,2,0
00118,6,0
00119,4,0
00120,3,1
00121,6,0
00122,5,0
00123,6,0
00124,6,0
00125,3,1
00126,3,0
00127,6,0
00128,3,0
00129,4,0
00130,8,0
00131,5,0
00132,4,0
00133,4,0
00134,5,0
00135,3,0
00136,3,1
00137,5,0
00138,6,0
00139,5,0
00140,4,1
00141,4,0
00142,4,0
00143,7,0
00144,5,0
00145,4,0
00146,4,1
00147,5,0
00148,4,0
00149,5,0
00150,6,0
00151,1,0
00152,6,1
00153,9,0
00154,5,0
00155,3,0
00156,3,0
00157,6,0
00158,6,0
00159,4,0
00160,5,0
00161,4,0
00162,7,0
00163,8,0
00164,6,0
00165,3,0
00166,8,0
00167,5,0
00168,2,0
00169,5,0
00170,5,1
00171,4,0
00172,3,0
00173,4,0
00174,3,0
00175,3,0
00176,3,0
00177,5,0
00178,4,0
00179,3,1
00180,5,0
00181,5,1
00182,6,0
00183,2,1
00184,2,0
00185,7,0
00186,6,1
00187,4,0
00188,1,0
00189,4,0
00190,2,0
00191,6,0
00192,5,0
00193,9,0
00194,6,0
00195,4,1
00196,6,0
00197,5,0
00198,6,0
00199,5,0
00200,5,0
00201,5,0
00202,5,0
00203,3,0
00204,5,0
00205,9,0
00206,5,0
00207,8,0
00208,4,0
00209,3,0
00210,5,0
00211,4,0
00212,5,0
00213,5,0
00214,7,0
00215,6,0
00216,4,0
00217,4,0
00218,6,0
00219,1,1
00220,4,0
00221,4,0
00222,4,1
00223,5,0
00224,4,0
00225,5,1
00226,4,0
00227,3,1
00228,7,0
00229,4,0
00230,6,0
00231,2,0
00232,7,0
00233,3,0
00234,6,0
00235,7,0
00236,6,0
00237,4,0
00238,2,1
00239,5,0
00240,6,0
00241,6,0
00242,6,0
00243,8,0
00244,3,0
00245,2,1
00246,8,0
00247,8,0
00248,3,0
00249,5,0
00250,7,0
00251,4,0
00252,4,0
00253,4,0
00254,5,0
00255,6,0
00256,5,0
00257,5,0
00258,6,0
00259,7,0
00260,6,0
00261,6,0
00262,6,0
00263,5,0
00264,5,1
00265,4,0
00266,5,1
00267,5,1
00268,2,0
00269,6,0
00270,7,0
00271,6,0
00272,5,0
00273,5,0
00274,10,0
00275,8,0
00276,5,0
00277,3,0
00278,3,0
00279,9,0
00280,7,0
00281,4,1
00282,4,0
00283,8,0
00284,5,0
00285,4,0
00286,4,0
00287,3,0
00288,6,0
00289,5,1
00290,3,0
00291,4,0
00292,3,0
00293,5,0
00294,5,0
00295,6,0
00296,6,0
00297,5,0
00298,6,0
00299,7,0
00300,4,0
00301,5,0
00302,3,0
00303,9,0
00304,5,1
00305,3,0
00306,4,0
00307,4,0
00308,2,0
00309,6,1
00310,7,1
00311,5,0
00312,5,0
00313,3,0
00314,3,0
00315,3,0
00316,8,0
00317,4,0
00318,6,0
00319,3,0
00320,4,0
00321,4,0
00322,6,0
00323,5,0
00324,2,0
00325,5,0
00326,8,0
00327,2,0
00328,5,0
00329,5,0
00330,4,0
00331,5,0
00332,4,0
00333,5,0
00334,6,0
00335,3,0
00336,2,1
00337,5,0
00338,4,0
00339,6,0
00340,5,0
00341,5,0
00342,5,0
00343,5,0
00344,5,1
00345,5,1
00346,5,0
00347,7,0
00348,3,0
00349,5,1
00350,4,0
00351,5,0
00352,5,0
00353,4,0
00354,7,0
00355,2,1
00356,7,0
00357,4,0
00358,7,0
00359,3,0
00360,8,0
00361,5,0
00362,5,0
00363,5,0
00364,7,0
00365,5,0
00366,5,0
00367,4,1
00368,8,0
00369,3,0
00370,5,0
00371,3,0
00372,5,0
00373,4,0
00374,6,0
00375,6,0
00376,6,0
00377,7,0
00378,4,0
00379,3,1
00380,4,0
00381,5,0
00382,6,0
00383,7,0
00384,6,0
00385,5,0
00386,5,2
00387,3,0
00388,4,0
00389,2,0
00390,6,0
00391,5,0
00392,4,0
00393,5,1
00394,3,0
00395,9,0
00396,4,0
00397,6,1
00398,5,0
00399,3,1
00400,3,0
00401,7,0
00402,5,0
00403,4,0
00404,5,0
00405,2,0
